Group_112_1	XM_015946039	rna7423	frmd7	XP_015801525.1
Group_716_1	XM_015954071	rna15234	sdr42e1	XP_015809557.1
Group_379_4	XM_015954070	rna15233	wtip	XP_015809556.1
Group_2094_2	XM_015954072	rna15232	gpi	XP_015809558.1
Group_5284_0	XM_015954073	rna15231	kiaa0355	XP_015809559.1
Group_741_3	XM_015954074	rna15225	LOC107382087	XP_015809560.1
Group_278_0	XM_015954083	rna15221	chst8	XP_015809569.1
Group_6515_0	XM_015954092	rna15212	tm2d3	XP_015809578.1
Group_1581_1	XM_015954093	rna15211	LOC107382103	XP_015809579.1
Group_1954_0	XM_015954100	rna15204	LOC107382107	XP_015809586.1
Group_43_29	XM_015954102	rna15202	csk	XP_015809588.1
Group_4116_1	XM_015953282	rna14044	fbxo22	XP_015808768.1
Group_2796_0	XM_015953281	rna14045	LOC107381551	XP_015808767.1
Group_1188_2	XM_015953231	rna14098	LOC107381514	XP_015808717.1
Group_4819_0	XM_015953230	rna14102	nob1	XP_015808716.1
Group_3870_0	XM_015953223	rna14106	gpatch1	XP_015808709.1
Group_235_3	XM_015953322	rna14133	LOC107381575	XP_015808808.1
Group_5115_1	XM_015953193	rna14137	gtf2a2	XP_015808679.1
Group_7216_0	XM_015953190	rna14141	gpn1	XP_015808676.1
Group_121_22	XM_015953182	rna14149	LOC107381485	XP_015808668.1
Group_933_1	XM_015953179	rna14150	LOC107381483	XP_015808665.1
Group_46_29	XM_015953341	rna14184	spg7	XP_015808827.1
Group_1956_0	XM_015953336	rna14185	ankrd11	XP_015808822.1
Group_17_22	XM_015953339	rna14214	kif18a	XP_015808825.1
Group_423_2	XM_015953164	rna14218	lgr4	XP_015808650.1
Group_132_22	XM_015953155	rna14228	LOC107381462	XP_015808641.1
Group_2569_0	XM_015950609	rna11718	cilp	XP_015806095.1
Group_3725_1	XM_015950660	rna11719	eif3j	XP_015806146.1
Group_297_4	XM_015953153	rna14230	ctdspl2	XP_015808639.1
Group_5632_0	XM_015953151	rna14231	casc4	XP_015808637.1
Group_2006_1	XM_015953149	rna14234	fam189a1	XP_015808635.1
Group_6837_0	XM_015953133	rna14252	sdhaf2	XP_015808619.1
Group_8226_0	XM_015953134	rna14255	polr2l	XP_015808620.1
Group_2232_1	XM_015953127	rna14258	dagla	XP_015808613.1
Group_386_4	XM_015953124	rna14262	ext2	XP_015808610.1
Group_1617_0	XM_015953118	rna14269	LOC107381441	XP_015808604.1
Group_109_15	XM_015953315	rna14286	pde3b	XP_015808801.1
Group_6425_0	XM_015953102	rna14287	copb1	XP_015808588.1
Group_2471_0	XM_015953088	rna14304	tmem9b	XP_015808574.1
Group_1727_1	XM_015953078	rna14311	tmem41b	XP_015808564.1
Group_2278_0	XM_015953077	rna14312	ipo7	XP_015808563.1
Group_3730_1	XM_015953072	rna14316	adm	XP_015808558.1
Group_1799_1	XM_015953052	rna14328	LOC107381408	XP_015808538.1
Group_76_4	XM_015953039	rna14348	gnao1	XP_015808525.1
Group_6331_0	XM_015953037	rna14350	tradd	XP_015808523.1
Group_4052_0	XM_015953036	rna14351	ogfod1	XP_015808522.1
Group_7335_0	XM_015953035	rna14352	nudt21	XP_015808521.1
Group_8327_1	XM_015953032	rna14354	LOC107381397	XP_015808518.1
Group_0_66	XM_015953031	rna14355	LOC107381396	XP_015808517.1
Group_870_2	XM_015953022	rna14356	LOC107381391	XP_015808508.1
Group_183_9	XM_015953028	rna14358	vrk3	XP_015808514.1
Group_3_28	XM_015953029	rna14359	rab27a	XP_015808515.1
Group_6373_0	XM_015953024	rna14362	pigb	XP_015808510.1
Group_4793_0	XM_015953021	rna14364	ccpg1	XP_015808507.1
Group_1624_2	XM_015953009	rna14369	LOC107381383	XP_015808495.1
Group_5223_0	XM_015953015	rna14370	tex9	XP_015808501.1
Group_5824_0	XM_015953014	rna14371	mns1	XP_015808500.1
Group_181_8	XM_015953001	rna14382	aldh1a2	XP_015808487.1
Group_507_1	XM_015953000	rna14383	aqp9	XP_015808486.1
Group_362_8	XM_015952999	rna14384	lipc	XP_015808485.1
Group_670_3	XM_015952998	rna14385	adam10	XP_015808484.1
Group_4_71	XM_015952989	rna14393	myo1e	XP_015808475.1
Group_178_10	XM_015952988	rna14394	mtmr10	XP_015808474.1
Group_1034_1	XM_015952987	rna14395	atxn1l	XP_015808473.1
Group_1363_0	XM_015952978	rna14403	phlpp2	XP_015808464.1
Group_7065_0	XM_015952977	rna14404	marveld3	XP_015808463.1
Group_380_5	XM_015952974	rna14407	crispld2	XP_015808460.1
Group_2599_1	XM_015952967	rna14418	LOC107381353	XP_015808453.1
Group_1300_0	XM_015953308	rna14432	LOC107381562	XP_015808794.1
Group_1681_1	XM_015952957	rna14435	clec3a	XP_015808443.1
Group_1372_0	XM_015952946	rna14446	got2	XP_015808432.1
Group_1498_0	XM_015952945	rna14447	slc38a7	XP_015808431.1
Group_1973_2	XM_015952944	rna14448	LOC107381336	XP_015808430.1
Group_1718_0	XM_015952932	rna14460	LOC107381326	XP_015808418.1
Group_7506_0	XM_015952927	rna14461	LOC107381323	XP_015808413.1
Group_4172_1	XM_015952931	rna14465	pdcd5	XP_015808417.1
Group_4769_0	XM_015952925	rna14466	mvd	XP_015808411.1
Group_6943_0	XM_015952926	rna14467	LOC107381322	XP_015808412.1
Group_5766_0	XM_015952922	rna14468	tcf25	XP_015808408.1
Group_904_3	XM_015952923	rna14469	mc1r	XP_015808409.1
Group_46_27	XM_015952920	rna14471	LOC107381316	XP_015808406.1
Group_39_31	XM_015952918	rna14474	foxf1	XP_015808404.1
Group_2314_2	XM_015952913	rna14478	LOC107381309	XP_015808399.1
Group_1398_1	XM_015975217	rna35872	LOC107395766	XP_015830703.1
Group_8936_0	XM_015975216	rna35873	LOC107395765	XP_015830702.1
Group_5524_0	XM_015975215	rna35874	atmin	XP_015830701.1
Group_5521_0	XM_015975218	rna35875	cenpn	XP_015830704.1
Group_283_12	XM_015952908	rna14483	LOC107381304	XP_015808394.1
Group_964_2	XM_015952893	rna14488	LOC107381298	XP_015808379.1
Group_1662_0	XM_015952881	rna14508	mdga1	XP_015808367.1
Group_91_11	XM_015953842	rna14590	otog	XP_015809328.1
Group_2057_0	XM_015953748	rna14598	zdhhc13	XP_015809234.1
Group_5878_1	XM_015953736	rna14607	slc22a18	XP_015809222.1
Group_83_8	XM_015953699	rna14643	lrp4	XP_015809185.1
Group_1759_1	XM_015953698	rna14645	mapk8ip1	XP_015809184.1
Group_82_28	XM_015953691	rna14653	LOC107381807	XP_015809177.1
Group_282_2	XM_015953690	rna14654	chst1	XP_015809176.1
Group_6135_0	XM_015953689	rna14657	slc35c1	XP_015809175.1
Group_8714_0	XM_015953688	rna14659	LOC107381802	XP_015809174.1
Group_8670_0	XM_015953679	rna14668	LOC107381794	XP_015809165.1
Group_720_1	XM_015956345	rna17625	LOC107383590	XP_015811831.1
Group_6169_0	XM_015956411	rna17624	ttc17	XP_015811897.1
Group_224_14	XM_015956340	rna17619	trpm5	XP_015811826.1
Group_145_4	XM_015953681	rna14664	LOC107381797	XP_015809167.1
Group_31_8	XM_015953678	rna14669	cd151	XP_015809164.1
Group_3227_0	XM_015953677	rna14670	LOC107381792	XP_015809163.1
Group_174_0	XM_015953670	rna14676	crabp1	XP_015809156.1
Group_6621_0	XM_015953631	rna14725	senp8	XP_015809117.1
Group_749_7	XM_015953617	rna14726	gramd2	XP_015809103.1
Group_3680_1	XM_015953612	rna14733	cln6	XP_015809098.1
Group_64_13	XM_015953607	rna14736	LOC107381755	XP_015809093.1
Group_246_4	XM_015953605	rna14740	itga11	XP_015809091.1
Group_746_5	XM_015953600	rna14746	anp32a	XP_015809086.1
Group_4196_0	XM_015953598	rna14748	glce	XP_015809084.1
Group_373_3	XM_015953587	rna14760	tle3	XP_015809073.1
Group_2671_1	XM_015953586	rna14761	LOC107381744	XP_015809072.1
Group_23_51	XM_015953585	rna14762	LOC107381743	XP_015809071.1
Group_975_0	XM_015953583	rna14764	LOC107381742	XP_015809069.1
Group_24_18	XM_015953581	rna14766	map2k5	XP_015809067.1
Group_257_0	XM_015965159	rna26028	LOC107389156	XP_015820645.1
Group_1674_1	XM_015953580	rna14768	LOC107381739	XP_015809066.1
Group_1246_3	XM_015953575	rna14773	LOC107381735	XP_015809061.1
Group_1100_4	XM_015953472	rna14874	prss23	XP_015808958.1
Group_5750_0	XM_015953455	rna14890	psmd14	XP_015808941.1
Group_229_3	XM_015953452	rna14893	itgb6	XP_015808938.1
Group_322_1	XM_015953450	rna14895	LOC107381659	XP_015808936.1
Group_8_68	XM_015953414	rna14934	pcdh20	XP_015808900.1
Group_4838_0	XM_015953415	rna14943	tdrd3	XP_015808901.1
Group_4080_0	XM_015953409	rna14950	nkpd1	XP_015808895.1
Group_6134_0	XM_015952695	rna13841	trmt10c	XP_015808181.1
Group_68_25	XM_015952712	rna13855	LOC107381155	XP_015808198.1
Group_2835_0	XM_015952714	rna13856	nsun3	XP_015808200.1
Group_794_2	XM_015952718	rna13860	rrad	XP_015808204.1
Group_5343_0	XM_015952723	rna13864	nae1	XP_015808209.1
Group_8481_0	XM_015952725	rna13866	LOC107381165	XP_015808211.1
Group_3189_1	XM_015952730	rna13870	cmtm3	XP_015808216.1
Group_518_4	XM_015952733	rna13873	galns	XP_015808219.1
Group_2647_0	XM_015952734	rna13875	pabpn1l	XP_015808220.1
Group_1503_0	XM_015952805	rna13876	LOC107381229	XP_015808291.1
Group_5419_0	XM_015952806	rna13877	acsf3	XP_015808292.1
Group_46_36	XM_015952737	rna13881	psmc3	XP_015808223.1
Group_1644_2	XM_015952741	rna13882	LOC107381178	XP_015808227.1
Group_7467_0	XM_015952747	rna13889	cenpf	XP_015808233.1
Group_705_5	XM_015952748	rna13890	LOC107381186	XP_015808234.1
Group_102_22	XM_015952749	rna13891	galnt2	XP_015808235.1
Group_77_28	XM_015952752	rna13894	abcb10	XP_015808238.1
Group_6205_0	XM_015952763	rna13903	psmb1	XP_015808249.1
Group_5334_0	XM_015952770	rna13912	tfb2m	XP_015808256.1
Group_4689_0	XM_015952777	rna13920	LOC107381209	XP_015808263.1
Group_3317_0	XM_015952778	rna13921	ahctf1	XP_015808264.1
Group_1650_1	XM_015952784	rna13928	LOC107381213	XP_015808270.1
Group_74_10	XM_015952809	rna13935	LOC107381233	XP_015808295.1
Group_5149_0	XM_015952801	rna13948	cstf3	XP_015808287.1
Group_6167_0	XM_015953965	rna15141	hypk	XP_015809451.1
Group_2571_0	XM_015953959	rna15144	vps33b	XP_015809445.1
Group_180_11	XM_015953953	rna15153	slc7a6	XP_015809439.1
Group_69_25	XM_015953952	rna15154	LOC107382000	XP_015809438.1
Group_3372_1	XM_015953949	rna15155	syap1	XP_015809435.1
Group_1749_2	XM_015953950	rna15157	phospho2	XP_015809436.1
Group_64_1	XM_015953947	rna15160	adamts18	XP_015809433.1
Group_3788_0	XM_015953944	rna15163	itfg1	XP_015809430.1
Group_1078_1	XM_015953943	rna15164	neto2	XP_015809429.1
Group_114_7	XM_015953942	rna15165	dnaja2	XP_015809428.1
Group_180_19	XM_015953937	rna15170	slc7a10	XP_015809423.1
Group_277_2	XM_015953924	rna15182	LOC107381978	XP_015809410.1
Group_20_13	XM_015953926	rna15180	LOC107381980	XP_015809412.1
Group_6660_0	XM_015974244	rna34859	mrpl46	XP_015829730.1
Group_6511_1	XM_015974246	rna34858	mrps11	XP_015829732.1
Group_2624_0	XM_015974243	rna34855	LOC107394995	XP_015829729.1
Group_17_2	XM_015977300	rna38007	LOC107397337	XP_015832786.1
Group_4396_0	XM_015953917	rna15192	tdp1	XP_015809403.1
Group_1321_0	XM_015975082	rna35745	dhcr7	XP_015830568.1
Group_840_3	XM_015953867	rna14991	LOC107381931	XP_015809353.1
Group_5768_0	XM_015973313	rna33945	rp9	XP_015828799.1
Group_6942_1	XM_015973312	rna33944	csgr19h18orf21	XP_015828798.1
Group_102_2	XM_015973311	rna33943	LOC107394385	XP_015828797.1
Group_102_1	XM_015973310	rna33942	galnt12	XP_015828796.1
Group_966_0	XM_015973309	rna33941	gabbr2	XP_015828795.1
Group_1224_0	XM_015973305	rna33938	ctnnal1	XP_015828791.1
Group_93_10	XM_015974505	rna35134	LOC107395189	XP_015829991.1
Group_46_22	XM_015973356	rna33991	LOC107394427	XP_015828842.1
Group_4564_1	XM_015973370	rna34006	LOC107394437	XP_015828856.1
Group_7076_0	XM_015973373	rna34011	rps18	XP_015828859.1
Group_5388_0	XM_015973432	rna34066	ints3	XP_015828918.1
Group_326_4	XM_015973436	rna34076	cct3	XP_015828922.1
Group_202_2	XM_015973506	rna34141	LOC107394533	XP_015828992.1
Group_6957_0	XM_015973510	rna34144	nrm	XP_015828996.1
Group_1681_0	XM_015973514	rna34151	LOC107394540	XP_015829000.1
Group_4790_1	XM_015973515	rna34152	exosc7	XP_015829001.1
Group_117_6	XM_015973544	rna34184	clk2	XP_015829030.1
Group_7611_0	XM_015973560	rna34197	mrps21	XP_015829046.1
Group_527_0	XM_015973574	rna34209	LOC107394574	XP_015829060.1
Group_2653_1	XM_015973583	rna34211	LOC107394592	XP_015829069.1
Group_254_7	XM_015973584	rna34212	LOC107394594	XP_015829070.1
Group_254_11	XM_015973590	rna34213	LOC107394596	XP_015829076.1
Group_421_2	XM_015973585	rna34214	LOC107394595	XP_015829071.1
Group_6617_0	XM_015973591	rna34218	dpm3	XP_015829077.1
Group_314_2	XM_015973594	rna34221	LOC107394599	XP_015829080.1
Group_6596_0	XM_015974593	rna35220	gemin2	XP_015830079.1
Group_1636_0	XM_015974599	rna35225	LOC107395261	XP_015830085.1
Group_1198_2	XM_015975681	rna36346	nfkbia	XP_015831167.1
Group_5589_0	XM_015975654	rna36343	ppp2r3c	XP_015831140.1
Group_2041_0	XM_015975653	rna36341	ttc7b	XP_015831139.1
Group_6667_0	XM_015975666	rna36329	diexf	XP_015831152.1
Group_7996_0	XM_015975665	rna36326	bend3	XP_015831151.1
Group_6643_0	XM_015975663	rna36325	pdss2	XP_015831149.1
Group_139_2	XM_015975678	rna36321	rock2	XP_015831164.1
Group_534_5	XM_015973609	rna34236	LOC107394610	XP_015829095.1
Group_475_6	XM_015973610	rna34237	slc39a4	XP_015829096.1
Group_4791_0	XM_015973615	rna34244	dus3l	XP_015829101.1
Group_7040_0	XM_015973630	rna34257	mrpl9	XP_015829116.1
Group_5966_0	XM_015973629	rna34258	prcc	XP_015829115.1
Group_773_1	XM_015973631	rna34259	hdgf	XP_015829117.1
Group_5964_0	XM_015973633	rna34261	mrpl24	XP_015829119.1
Group_171_7	XM_015973634	rna34262	LOC107394630	XP_015829120.1
Group_2832_1	XM_015973682	rna34310	LOC107394652	XP_015829168.1
Group_968_0	XM_015973686	rna34312	cgn	XP_015829172.1
Group_739_4	XM_015973752	rna34380	LOC107394695	XP_015829238.1
Group_7500_0	XM_015973751	rna34379	LOC107394694	XP_015829237.1
Group_23_55	XM_015973832	rna34378	LOC107394748	XP_015829318.1
Group_1693_2	XM_015973764	rna34390	LOC107394702	XP_015829250.1
Group_3489_0	XM_015973765	rna34391	jarid2	XP_015829251.1
Group_6723_0	XM_015973784	rna34414	zbtb10	XP_015829270.1
Group_1208_1	XM_015973792	rna34416	hey1	XP_015829278.1
Group_547_2	XM_015973793	rna34417	stmn2	XP_015829279.1
Group_870_1	XM_015973796	rna34421	fam65b	XP_015829282.1
Group_6163_0	XM_015973801	rna34424	csgr19h6orf62	XP_015829287.1
Group_2840_0	XM_015973800	rna34426	tdp2	XP_015829286.1
Group_8493_1	XM_015973839	rna34455	LOC107394753	XP_015829325.1
Group_6639_0	XM_015973844	rna34461	vps28	XP_015829330.1
Group_1018_2	XM_015973849	rna34465	rbm24	XP_015829335.1
Group_8334_0	XM_015973848	rna34466	stmnd1	XP_015829334.1
Group_8285_0	XM_015973850	rna34467	triqk	XP_015829336.1
Group_1503_1	XM_015973851	rna34468	runx1t1	XP_015829337.1
Group_46_2	XM_015973995	rna34604	pex1	XP_015829481.1
Group_491_1	XM_015973997	rna34607	LOC107394841	XP_015829483.1
Group_1734_0	XM_015974002	rna34610	LOC107394844	XP_015829488.1
Group_2797_0	XM_015975239	rna35901	LOC107395789	XP_015830725.1
Group_1320_2	XM_015974017	rna34629	LOC107394858	XP_015829503.1
Group_124_1	XM_015974034	rna34651	LOC107394873	XP_015829520.1
Group_1644_0	XM_015973971	rna34482	tinagl1	XP_015829457.1
Group_3553_0	XM_015973928	rna34522	LOC107394806	XP_015829414.1
Group_8328_0	XM_015973925	rna34525	susd5	XP_015829411.1
Group_1347_5	XM_015973890	rna34556	arpp21	XP_015829376.1
Group_174_1	XM_015973888	rna34560	LOC107394792	XP_015829374.1
Group_66_15	XM_015973884	rna34564	snrnp40	XP_015829370.1
Group_1190_1	XM_015973883	rna34565	nkain1	XP_015829369.1
Group_2580_0	XM_015973882	rna34566	pum1	XP_015829368.1
Group_780_4	XM_015973863	rna34585	LOC107394772	XP_015829349.1
Group_1595_0	XM_015967279	rna27861	LOC107390519	XP_015822765.1
Group_1629_2	XM_015967273	rna27872	gpr173	XP_015822759.1
Group_820_1	XM_015967263	rna27882	LOC107390507	XP_015822749.1
Group_950_3	XM_015967260	rna27886	LOC107390506	XP_015822746.1
Group_6287_0	XM_015967250	rna27896	gpkow	XP_015822736.1
Group_82_27	XM_015967239	rna27906	guca1b	XP_015822725.1
Group_1800_0	XM_015976134	rna36788	LOC107396418	XP_015831620.1
Group_294_7	XM_015976145	rna36783	LOC107396425	XP_015831631.1
Group_6391_0	XM_015967218	rna27925	pm20d1	XP_015822704.1
Group_2452_1	XM_015967204	rna27938	LOC107390473	XP_015822690.1
Group_4210_0	XM_015967190	rna27950	LOC107390470	XP_015822676.1
Group_830_0	XM_015967186	rna27954	dvl1	XP_015822672.1
Group_2713_0	XM_015967187	rna27955	LOC107390468	XP_015822673.1
Group_6252_0	XM_015967185	rna27956	aurkaip1	XP_015822671.1
Group_1001_0	XM_015967179	rna27963	LOC107390461	XP_015822665.1
Group_5336_0	XM_015967177	rna27965	taf8	XP_015822663.1
Group_13_0	XM_015967175	rna27966	LOC107390459	XP_015822661.1
Group_265_11	XM_015967174	rna27967	LOC107390458	XP_015822660.1
Group_577_1	XM_015967165	rna27975	sall4	XP_015822651.1
Group_739_0	XM_015967155	rna27985	tshz2	XP_015822641.1
Group_8543_0	XM_015967139	rna28002	LOC107390438	XP_015822625.1
Group_262_1	XM_015966957	rna28006	LOC107390323	XP_015822443.1
Group_119_23	XM_015943204	rna4470	LOC107374912	XP_015798690.1
Group_6842_0	XM_015943206	rna4472	sdf4	XP_015798692.1
Group_298_0	XM_015967094	rna28051	LOC107390412	XP_015822580.1
Group_8033_0	XM_015967087	rna28057	LOC107390406	XP_015822573.1
Group_3112_0	XM_015967084	rna28064	slc48a1	XP_015822570.1
Group_1263_1	XM_015967030	rna28112	LOC107390374	XP_015822516.1
Group_201_7	XM_015967027	rna28116	LOC107390371	XP_015822513.1
Group_2480_1	XM_015967024	rna28119	hsd17b10	XP_015822510.1
Group_5829_0	XM_015967022	rna28121	sarnp	XP_015822508.1
Group_1619_1	XM_015967019	rna28123	LOC107390367	XP_015822505.1
Group_541_0	XM_015967014	rna28128	ttpal	XP_015822500.1
Group_86_5	XM_015967001	rna28146	mmp23b	XP_015822487.1
Group_7874_0	XM_015966989	rna28154	LOC107390348	XP_015822475.1
Group_132_14	XM_015966983	rna28158	ano7p1	XP_015822469.1
Group_6285_0	XM_015966981	rna28160	plekhm2	XP_015822467.1
Group_6283_0	XM_015966980	rna28161	ddost	XP_015822466.1
Group_0_106	XM_015966978	rna28162	zbtb17	XP_015822464.1
Group_2436_3	XM_015966979	rna28163	hspb7	XP_015822465.1
Group_1818_3	XM_015966976	rna28165	fam131c	XP_015822462.1
Group_68_14	XM_015966974	rna28167	epha2	XP_015822460.1
Group_3222_0	XM_015966969	rna28172	tmem82	XP_015822455.1
Group_6379_0	XM_015966966	rna28175	slc35e2b	XP_015822452.1
Group_8588_0	XM_015966965	rna28176	LOC107390332	XP_015822451.1
Group_2025_2	XM_015966964	rna28177	nadk	XP_015822450.1
Group_7498_0	XM_015967463	rna28184	ajap1	XP_015822949.1
Group_6567_0	XM_015967470	rna28190	dffb	XP_015822956.1
Group_92_15	XM_015967469	rna28193	LOC107390646	XP_015822955.1
Group_6757_0	XM_015967476	rna28199	lrrc47	XP_015822962.1
Group_2484_0	XM_015967477	rna28202	dnajc16	XP_015822963.1
Group_5496_0	XM_015967495	rna28217	borcs6	XP_015822981.1
Group_344_5	XM_015967494	rna28218	LOC107390663	XP_015822980.1
Group_917_2	XM_015967497	rna28223	arih2	XP_015822983.1
Group_1612_1	XM_015967498	rna28224	impdh2	XP_015822984.1
Group_5049_0	XM_015967500	rna28226	dalrd3	XP_015822986.1
Group_9173_0	XM_015967423	rna28229	LOC107390601	XP_015822909.1
Group_5214_0	XM_015967377	rna28231	wdr6	XP_015822863.1
Group_624_0	XM_015967408	rna28236	prkar2a	XP_015822894.1
Group_42_29	XM_015967390	rna28250	sema3g	XP_015822876.1
Group_8249_1	XM_015967405	rna28252	il17rb	XP_015822891.1
Group_6404_0	XM_015967392	rna28253	chdh	XP_015822878.1
Group_44_8	XM_015967440	rna28254	cacna1d	XP_015822926.1
Group_1575_2	XM_015967436	rna28257	tkt	XP_015822922.1
Group_6090_0	XM_015967395	rna28263	nsun5	XP_015822881.1
Group_10_14	XM_015967412	rna28268	sgk2	XP_015822898.1
Group_5055_0	XM_015967422	rna28274	eif2s2	XP_015822908.1
Group_1456_1	XM_015967427	rna28275	LOC107390603	XP_015822913.1
Group_891_1	XM_015967437	rna28279	LOC107390613	XP_015822923.1
Group_8550_0	XM_015967433	rna28280	atp5e	XP_015822919.1
Group_2117_0	XM_015967396	rna28282	LOC107390586	XP_015822882.1
Group_1673_3	XM_015967394	rna28283	LOC107390584	XP_015822880.1
Group_472_1	XM_015967503	rna28293	LOC107390674	XP_015822989.1
Group_990_5	XM_015967504	rna28294	stac3	XP_015822990.1
Group_17_27	XM_015967509	rna28299	LOC107390677	XP_015822995.1
Group_11_18	XM_015967449	rna28307	tas1r2	XP_015822935.1
Group_451_7	XM_015967529	rna28322	arhgef16	XP_015823015.1
Group_1436_1	XM_015967532	rna28323	espn	XP_015823018.1
Group_473_5	XM_015967451	rna28327	hes2	XP_015822937.1
Group_5092_0	XM_015967537	rna28330	acot7	XP_015823023.1
Group_6311_0	XM_015967538	rna28331	gpr153	XP_015823024.1
Group_2_50	XM_015967568	rna28362	LOC107390707	XP_015823054.1
Group_2_52	XM_015967567	rna28363	LOC107390706	XP_015823053.1
Group_1851_4	XM_015967574	rna28366	LOC107390710	XP_015823060.1
Group_462_5	XM_015967580	rna28374	LOC107390715	XP_015823066.1
Group_5868_0	XM_015967581	rna28375	LOC107390717	XP_015823067.1
Group_8405_1	XM_015967588	rna28381	LOC107390719	XP_015823074.1
Group_5101_0	XM_015967445	rna28382	ttc34	XP_015822931.1
Group_1362_0	XM_015967589	rna28383	LOC107390720	XP_015823075.1
Group_1116_0	XM_015967590	rna28384	LOC107390721	XP_015823076.1
Group_180_10	XM_015967591	rna28385	LOC107390722	XP_015823077.1
Group_590_3	XM_015967592	rna28386	LOC107390723	XP_015823078.1
Group_349_7	XM_015967606	rna28400	ttll9	XP_015823092.1
Group_6317_0	XM_015967624	rna28418	exosc10	XP_015823110.1
Group_6721_0	XM_015967625	rna28419	srm	XP_015823111.1
Group_6128_0	XM_015967630	rna28424	pex14	XP_015823116.1
Group_2463_0	XM_015967638	rna28431	tardbp	XP_015823124.1
Group_6130_0	XM_015967637	rna28436	pgd	XP_015823123.1
Group_6249_0	XM_015967666	rna28459	ctnnbip1	XP_015823152.1
Group_473_2	XM_015967670	rna28464	hes4	XP_015823156.1
Group_8567_0	XM_015967673	rna28466	LOC107390762	XP_015823159.1
Group_7551_0	XM_015967677	rna28471	plekhn1	XP_015823163.1
Group_5584_0	XM_015967726	rna28516	ngrn	XP_015823212.1
Group_3608_1	XM_015967739	rna28528	LOC107390804	XP_015823225.1
Group_65_2	XM_015967740	rna28529	alx3	XP_015823226.1
Group_1863_2	XM_015967741	rna28530	rbm15	XP_015823227.1
Group_549_7	XM_015967461	rna28545	lhfpl5	XP_015822947.1
Group_1367_1	XM_015967762	rna28551	kiaa1324	XP_015823248.1
Group_5579_0	XM_015967764	rna28553	smc5	XP_015823250.1
Group_2631_1	XM_015967766	rna28555	LOC107390823	XP_015823252.1
Group_4926_0	XM_015967771	rna28556	rpl10a	XP_015823257.1
Group_992_3	XM_015967776	rna28563	def6	XP_015823262.1
Group_672_1	XM_015967777	rna28567	LOC107390830	XP_015823263.1
Group_1254_2	XM_015967781	rna28568	larp4	XP_015823267.1
Group_2_104	XM_015967794	rna28580	LOC107390837	XP_015823280.1
Group_1286_1	XM_015967803	rna28588	LOC107390839	XP_015823289.1
Group_368_7	XM_015967804	rna28589	LOC107390840	XP_015823290.1
Group_310_6	XM_015967809	rna28593	LOC107390843	XP_015823295.1
Group_57_19	XM_015967812	rna28596	LOC107390845	XP_015823298.1
Group_417_7	XM_015967813	rna28597	LOC107390846	XP_015823299.1
Group_102_0	XM_015967816	rna28599	LOC107390848	XP_015823302.1
