Group_Id	Gene_Symbol	Gene_Name	AAU	CTO	NOR	PLP
Group_102_8	actn1	actinin alpha 1 [Source:HGNC Symbol%3BAcc:HGNC:163]	019204	005217	008450	014409
Group_102_9	spna2	spectrin alpha 2 [Source:ZFIN%3BAcc:ZDB-GENE-051113-60]	019843	021273	001170	007456
Group_102_11	clmn	calmin [Source:ZFIN%3BAcc:ZDB-GENE-131127-546]	029308	017511	014059	009139
Group_102_13	smtna	smoothelin a [Source:ZFIN%3BAcc:ZDB-GENE-091204-245]	022003	007225	003272	012603
Group_102_14	smtn	smoothelin [Source:HGNC Symbol%3BAcc:HGNC:11126]	005386	012291	031343	018401
Group_102_16	smtnl1	smoothelin-like 1%2C transcript variant X1	002698	007563	002747	020295
Group_102_18	smtnl2	smoothelin like 2 [Source:HGNC Symbol%3BAcc:HGNC:24764]	008845	004790	002083	007227
Group_1021_0	axin2	axin 2%2C transcript variant X3	001328	012943	016427	014947
Group_1021_1	axin1	axin 1 [Source:HGNC Symbol%3BAcc:HGNC:903]	026626	013581	027021	005405
Group_1021_3	axin2	axin 2 (conductin%2C axil) [Source:ZFIN%3BAcc:ZDB-GENE-000403-2]	029453	015732	017747	010141
Group_1022_0	tiam1b	T-cell lymphoma invasion and metastasis 1b [Source:ZFIN%3BAcc:ZDB-GENE-120221-1]	029684	026790	015237	011404
Group_1022_2	tiam2a	T-cell lymphoma invasion and metastasis 2a [Source:ZFIN%3BAcc:ZDB-GENE-030219-98]	002060	010529	000026	022553
Group_1022_3	tiam2	T-cell lymphoma invasion and metastasis 2 [Source:HGNC Symbol%3BAcc:HGNC:11806]	025126	018007	005692	000420
Group_1023_0	sox6	SRY-box 6%2C transcript variant X1	004953	014009	021094	004892
Group_1023_1	sox6	SRY-box 6 [Source:HGNC Symbol%3BAcc:HGNC:16421]	025666	026650	000690	008188
Group_1023_2	sox13	SRY-box 13%2C transcript variant X1	013018	011620	016047	002206
Group_1023_3	sox5	SRY (sex determining region Y)-box 5 [Source:ZFIN%3BAcc:ZDB-GENE-000607-13]	020218	001546	000080	020050
Group_1024_0	fscn1a	fascin actin-bundling protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-031009-1]	018296	009166	027960	004422
Group_1024_1	fscn1b	fascin actin-bundling protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-120507-1]	005540	016575	017664	005396
Group_1024_2	fscn2b	fascin actin-bundling protein 2b%2C retinal [Source:ZFIN%3BAcc:ZDB-GENE-040426-1740]	024131	002801	011664	005017
Group_1025_3	snap23.1	synaptosomal-associated protein 23.1 [Source:ZFIN%3BAcc:ZDB-GENE-040426-883]	017281	022957	009254	008073
Group_1025_4	zgc:101731	zgc:101731 [Source:ZFIN%3BAcc:ZDB-GENE-040912-57]	029921	016121	017097	019723
Group_1026_1	olig4	oligodendrocyte transcription factor 4 [Source:ZFIN%3BAcc:ZDB-GENE-030131-3580]	013564	003778	027985	000902
Group_1026_3	olig3	oligodendrocyte transcription factor 3	009028	018499	011710	009314
Group_1027_0	dhrs7cb	dehydrogenase/reductase (SDR family) member 7Cb [Source:ZFIN%3BAcc:ZDB-GENE-050522-226]	007137	003618	013150	003871
Group_1027_1	dhrs7	dehydrogenase/reductase (SDR family) member 7	003759	027098	015118	010704
Group_1027_2	dhrs7b	dehydrogenase/reductase (SDR family) member 7B%2C transcript variant X2	004636	028832	003337	020982
Group_1028_0	glsa	glutaminase a [Source:ZFIN%3BAcc:ZDB-GENE-050204-3]	003114	008618	004575	020748
Group_1028_1	glsb	glutaminase b [Source:ZFIN%3BAcc:ZDB-GENE-030616-550]	006194	025854	000889	008024
Group_1029_0	igsf9ba	immunoglobulin superfamily%2C member 9Ba [Source:ZFIN%3BAcc:ZDB-GENE-060503-729]	019469	020076	004268	011295
Group_1029_2	igsf9b	immunoglobulin superfamily%2C member 9b [Source:ZFIN%3BAcc:ZDB-GENE-060810-28]	004274	005748	011462	007800
Group_1029_3	igsf9a	immunoglobulin superfamily%2C member 9a [Source:ZFIN%3BAcc:ZDB-GENE-060503-288]	022566	014665	020244	012776
Group_103_0	kcnh7	potassium channel%2C voltage gated eag related subfamily H%2C member 7 [Source:ZFIN%3BAcc:ZDB-GENE-120214-39]	004984	026479	008617	013157
Group_103_3	kcnh6b	potassium voltage-gated channel%2C subfamily H (eag-related)%2C member 6b [Source:ZFIN%3BAcc:ZDB-GENE-121214-55]	018902	021161	024720	015828
Group_103_4	kcnh8	potassium voltage-gated channel subfamily H member 8	002360	005540	013569	017901
Group_103_5	kcnh4b	potassium voltage-gated channel%2C subfamily H (eag-related)%2C member 4b [Source:ZFIN%3BAcc:ZDB-GENE-121214-54]	000286	012808	006265	013091
Group_103_7	kcnh3	potassium voltage-gated channel%2C subfamily H (eag-related)%2C member 3 [Source:ZFIN%3BAcc:ZDB-GENE-070912-23]	012591	013439	005026	008498
Group_103_8	kcnh3	potassium voltage-gated channel subfamily H member 3 [Source:HGNC Symbol%3BAcc:HGNC:6252]	023032	017487	021606	021159
Group_103_9	hcn3	hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:HGNC Symbol%3BAcc:HGNC:19183]	022939	027497	025992	016058
Group_103_14	loc107388618		012073	014924	014752	009931
Group_103_17	hcn2	hyperpolarization activated cyclic nucleotide gated potassium channel 2 [Source:HGNC Symbol%3BAcc:HGNC:4846]	023488	008018	028746	013327
Group_103_18	hcn1	hyperpolarization activated cyclic nucleotide-gated potassium channel 1 [Source:ZFIN%3BAcc:ZDB-GENE-110520-1]	014057	010080	026075	002950
Group_103_21	kcnh5a	potassium voltage-gated channel%2C subfamily H (eag-related)%2C member 5a [Source:ZFIN%3BAcc:ZDB-GENE-061106-2]	002189	014484	025654	006304
Group_103_26	kcnh6a	potassium voltage-gated channel%2C subfamily H (eag-related)%2C member 6a [Source:ZFIN%3BAcc:ZDB-GENE-040702-5]	019827	019873	018679	014672
Group_103_27	kcnh7	potassium voltage-gated channel subfamily H member 7	004383	004282	028852	024244
Group_1030_0	lpcat1	lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol%3BAcc:HGNC:25718]	030513	010497	016317	001975
Group_1030_1	lpcat4	lysophosphatidylcholine acyltransferase 4	001207	020528	005991	003823
Group_1030_2	lpcat2	lysophosphatidylcholine acyltransferase 2	016355	007771	019315	020728
Group_1031_0	fam171a2	family with sequence similarity 171 member A2	018657	003558	012474	012968
Group_1031_1	fam171b	family with sequence similarity 171 member B [Source:HGNC Symbol%3BAcc:HGNC:29412]	024176	006254	014028	010953
Group_1031_2	march7	membrane-associated ring finger (C3HC4) 7 [Source:ZFIN%3BAcc:ZDB-GENE-080204-121]	014588	017472	024111	013740
Group_1031_3	fam171a1	family with sequence similarity 171 member A1	022796	027409	012108	008764
Group_1033_0	fam49bb	family with sequence similarity 49%2C member Bb [Source:ZFIN%3BAcc:ZDB-GENE-040426-2590]	002974	004173	020311	003802
Group_1033_1	fam49ba	family with sequence similarity 49%2C member Ba [Source:ZFIN%3BAcc:ZDB-GENE-030131-9537]	005202	012404	016365	002614
Group_1034_0	dnajb12a	DnaJ (Hsp40) homolog%2C subfamily B%2C member 12a [Source:ZFIN%3BAcc:ZDB-GENE-030131-2725]	026391	018771	025070	009419
Group_1034_1	dnajb12b	DnaJ (Hsp40) homolog%2C subfamily B%2C member 12b [Source:ZFIN%3BAcc:ZDB-GENE-070410-128]	026863	028265	003650	006202
Group_1034_2	dnajc18	DnaJ (Hsp40) homolog%2C subfamily C%2C member 18 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8019]	020836	017344	013227	018176
Group_1034_3	dnajb14	DnaJ heat shock protein family (Hsp40) member B14	025453	015277	014216	018918
Group_1035_0	nr5a2	nuclear receptor subfamily 5 group A member 2	019528	011083	026830	017138
Group_1035_1	nr5a5	nuclear receptor subfamily 5%2C group A%2C member 5 [Source:ZFIN%3BAcc:ZDB-GENE-030131-4652]	027503	019739	022703	020613
Group_1035_2	nr5a1a	nuclear receptor subfamily 5%2C group A%2C member 1a [Source:ZFIN%3BAcc:ZDB-GENE-010504-1]	003528	012379	012937	018062
Group_1036_1	zgc:154006	zgc:154006 [Source:ZFIN%3BAcc:ZDB-GENE-061013-134]	027537	002114	032214	006681
Group_1036_2	si:ch73-61d6.3	si:ch73-61d6.3 [Source:ZFIN%3BAcc:ZDB-GENE-091204-109]	007436	008444	007909	017030
Group_1036_3	oclna	occludin a [Source:ZFIN%3BAcc:ZDB-GENE-040426-2685]	022530	010858	023757	016501
Group_1037_0	zmiz1	zinc finger MIZ-type containing 1%2C transcript variant X1	001201	001753	004984	007407
Group_1037_2	zmiz2	zinc finger MIZ-type containing 2%2C transcript variant X2	022540	009273	000650	002903
Group_1037_3	zmiz1a	zinc finger%2C MIZ-type containing 1a [Source:ZFIN%3BAcc:ZDB-GENE-080220-27]	026387	018767	025066	009415
Group_1038_0	slain2	SLAIN motif family member 2%2C transcript variant X1	007273	022226	004123	011973
Group_1038_1	slain1	SLAIN motif family member 1 [Source:HGNC Symbol%3BAcc:HGNC:26387]	029924	017416	002630	016432
Group_1038_2	slain1a	SLAIN motif family%2C member 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-7751]	014141	006942	030413	002416
Group_1038_3	zgc:66447	zgc:66447 [Source:ZFIN%3BAcc:ZDB-GENE-030131-4748]	023253	008675	000163	012369
Group_1039_1	fryl	FRY like transcription coactivator%2C transcript variant X1	007302	022214	004136	011991
Group_1039_2	frya	furry homolog a (Drosophila) [Source:ZFIN%3BAcc:ZDB-GENE-060510-4]	014886	016359	021942	011379
Group_104_11	loc107390940		023778	029053	015462	011678
Group_1040_0	arfip2b	ADP-ribosylation factor interacting protein 2b [Source:ZFIN%3BAcc:ZDB-GENE-050417-131]	030592	020381	021962	000168
Group_1040_1	arfip2a	ADP-ribosylation factor interacting protein 2a [Source:ZFIN%3BAcc:ZDB-GENE-041010-221]	021442	026807	001222	025402
Group_1040_2	arfip1	ADP-ribosylation factor interacting protein 1 (arfaptin 1) [Source:ZFIN%3BAcc:ZDB-GENE-040426-2690]	001475	012870	010999	001766
Group_1040_3	arfip1	ADP ribosylation factor interacting protein 1%2C transcript variant X1	027056	008901	026692	014160
Group_1041_0	crtc1b	CREB regulated transcription coactivator 1b [Source:ZFIN%3BAcc:ZDB-GENE-041210-266]	014912	011104	026850	017129
Group_1041_2	crtc3	CREB regulated transcription coactivator 3%2C transcript variant X1	029828	011585	011086	013255
Group_1042_0	sirt2	sirtuin 2 (silent mating type information regulation 2%2C homolog) 2 (S. cerevisiae) [Source:ZFIN%3BAcc:ZDB-GENE-030131-1028]	028240	009656	026531	002090
Group_1042_1	sirt1	sirtuin 1 [Source:ZFIN%3BAcc:ZDB-GENE-070801-2]	024103	001519	001571	015111
Group_1042_2	si:dkey-103i16.6	si:dkey-103i16.6 [Source:ZFIN%3BAcc:ZDB-GENE-061207-46]	019582	018049	027536	022078
Group_1042_3	sirt3	sirtuin 3%2C transcript variant X1	023726	013396	021589	025499
Group_1043_0	tlk1	tousled like kinase 1%2C transcript variant X1	004351	004324	028892	011019
Group_1043_1	tlk1b	tousled-like kinase 1b [Source:ZFIN%3BAcc:ZDB-GENE-030131-4933]	010508	003865	022592	007107
Group_1043_2	tlk2	tousled-like kinase 2 [Source:ZFIN%3BAcc:ZDB-GENE-060623-36]	010056	028241	006242	024913
Group_1044_0	khdrbs1b	KH domain containing%2C RNA binding%2C signal transduction associated 1b [Source:ZFIN%3BAcc:ZDB-GENE-040426-2344]	014552	024838	013646	006062
Group_1044_1	khdrbs3	KH domain containing%2C RNA binding%2C signal transduction associated 3	019658	001598	006373	010168
Group_1044_2	khdrbs2	KH domain containing%2C RNA binding%2C signal transduction associated 2 [Source:ZFIN%3BAcc:ZDB-GENE-061013-497]	000198	026094	024828	018854
Group_1045_1	si:ch211-278j3.3	si:ch211-278j3.3 [Source:ZFIN%3BAcc:ZDB-GENE-041014-147]	027757	014481	002184	006295
Group_1045_2	rnf19b	ring finger protein 19B%2C transcript variant X1	009506	028184	021299	016678
Group_1045_3	rnf19a	ring finger protein 19A%2C RBR E3 ubiquitin protein ligase [Source:ZFIN%3BAcc:ZDB-GENE-030131-9414]	010223	020141	022091	012458
Group_1046_0	nt5c1aa	5'-nucleotidase%2C cytosolic IAa [Source:ZFIN%3BAcc:ZDB-GENE-070705-423]	014538	017849	013649	016134
Group_1046_1	nt5c1ab	5'-nucleotidase%2C cytosolic IAb [Source:ZFIN%3BAcc:ZDB-GENE-131120-153]	023438	005177	028066	007362
Group_1046_2	loc107396068		018725	004913	012193	011168
Group_1046_3	nt5c1bb	5'-nucleotidase%2C cytosolic IB b [Source:ZFIN%3BAcc:ZDB-GENE-030131-7205]	011463	029960	013619	017480
Group_1047_0	txlna	taxilin alpha	014550	030146	019966	002894
Group_1047_2	unknown		025104	013949	030374	005112
Group_1047_3	txlnb	taxilin beta [Source:HGNC Symbol%3BAcc:HGNC:21617]	019188	023023	030332	023232
Group_1047_4	txlng	taxilin gamma [Source:ZFIN%3BAcc:ZDB-GENE-060616-122]	028238	003839	018173	025060
Group_1048_0	timp2a	TIMP metallopeptidase inhibitor 2a [Source:ZFIN%3BAcc:ZDB-GENE-030612-1]	022462	019567	029477	013071
Group_1049_0	flvcr2a	feline leukemia virus subgroup C cellular receptor family%2C member 2a [Source:ZFIN%3BAcc:ZDB-GENE-111020-14]	003821	027032	018812	008180
Group_1049_1	mfsd7	major facilitator superfamily domain containing 7	011801	009197	011115	006373
Group_1049_2	flvcr1	feline leukemia virus subgroup C cellular receptor 1 [Source:ZFIN%3BAcc:ZDB-GENE-041014-359]	004681	025205	028319	008700
Group_1049_4	flvcr2b	feline leukemia virus subgroup C cellular receptor family%2C member 2b [Source:ZFIN%3BAcc:ZDB-GENE-041210-312]	027744	014492	011342	023963
Group_105_0	triob	trio Rho guanine nucleotide exchange factor b [Source:ZFIN%3BAcc:ZDB-GENE-030616-399]	019074	022830	022899	016386
Group_105_2	kalrna	kalirin%2C RhoGEF kinase a [Source:ZFIN%3BAcc:ZDB-GENE-100921-4]	017952	001535	010597	000805
Group_105_3	kalrn	kalirin%2C RhoGEF kinase [Source:HGNC Symbol%3BAcc:HGNC:4814]	011976	020603	026230	022284
Group_105_4	si:dkey-65j6.2	si:dkey-65j6.2 [Source:ZFIN%3BAcc:ZDB-GENE-090313-319]	025032	001930	029200	000501
Group_105_5	quo	quattro [Source:ZFIN%3BAcc:ZDB-GENE-030131-9944]	012132	028837	007642	001046
Group_105_6	plekhg4b	pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol%3BAcc:HGNC:29399]	004653	025543	000677	015804
Group_105_8	arhgef40	Rho guanine nucleotide exchange factor (GEF) 40 [Source:ZFIN%3BAcc:ZDB-GENE-110623-2]	030089	020556	026678	008642
Group_105_9	mcf2a	MCF.2 cell line derived transforming sequence a [Source:ZFIN%3BAcc:ZDB-GENE-030616-52]	004119	022428	029757	020209
Group_105_10	mcf2b	MCF.2 cell line derived transforming sequence b [Source:ZFIN%3BAcc:ZDB-GENE-091118-4]	021722	014070	023006	025663
Group_105_11	mcf2la	mcf.2 cell line derived transforming sequence-like a [Source:ZFIN%3BAcc:ZDB-GENE-090312-122]	013108	013407	003879	008549
Group_105_12	mcf2lb	mcf.2 cell line derived transforming sequence-like b [Source:ZFIN%3BAcc:ZDB-GENE-081104-416]	014192	000422	017976	019355
Group_105_13	mcf2l2	MCF.2 cell line derived transforming sequence-like 2 [Source:ZFIN%3BAcc:ZDB-GENE-100812-1]	029696	021741	030062	013942
Group_105_14	plekhg1	pleckstrin homology and RhoGEF domain containing G1%2C transcript variant X1	002262	021340	021902	017226
Group_105_16	plekhg3	pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol%3BAcc:HGNC:20364]	024881	002103	031527	001025
Group_105_19	arhgef25b	Rho guanine nucleotide exchange factor (GEF) 25b [Source:ZFIN%3BAcc:ZDB-GENE-080225-17]	007843	000265	012281	023092
Group_1050_0	znf687b	zinc finger protein 687b [Source:ZFIN%3BAcc:ZDB-GENE-041111-214]	010265	016817	010650	006565
Group_1050_1	znf532	zinc finger protein 532%2C transcript variant X3	014052	010085	026069	002955
Group_1050_2	znf592	zinc finger protein 592	008003	014902	005526	009791
Group_1050_3	znf687a	zinc finger protein 687a [Source:ZFIN%3BAcc:ZDB-GENE-100922-32]	022831	027419	012068	008774
Group_1051_0	znf704	zinc finger protein 704	010191	026943	021894	012450
Group_1051_4	si:rp71-79p20.2	si:rp71-79p20.2 [Source:ZFIN%3BAcc:ZDB-GENE-030616-83]	027178	012751	017226	011620
Group_1053_0	diaph3	diaphanous related formin 3	001154	024821	023833	015629
Group_1053_1	diaph1	diaphanous related formin 1	000342	000524	030485	024774
Group_1053_2	diaph2	diaphanous related formin 2%2C transcript variant X2	004060	029566	030926	024766
Group_1054_0	neto1l	neuropilin (NRP) and tolloid (TLL)-like 1%2C like [Source:ZFIN%3BAcc:ZDB-GENE-091207-1]	029619	007657	016098	004792
Group_1054_1	neto1	neuropilin (NRP) and tolloid (TLL)-like 1 [Source:ZFIN%3BAcc:ZDB-GENE-070912-592]	026729	014430	030852	017773
Group_1054_3	neto2	neuropilin and tolloid like 2	003501	023565	030841	014394
Group_1055_0	cep170aa	centrosomal protein 170Aa [Source:ZFIN%3BAcc:ZDB-GENE-090312-109]	009023	010167	026103	009283
Group_1055_1	si:ch73-212j7.1	si:ch73-212j7.1 [Source:ZFIN%3BAcc:ZDB-GENE-081104-258]	004672	025198	016612	008708
Group_1055_2	cep170b	centrosomal protein 170B%2C transcript variant X1	029906	005188	000033	001026
Group_1055_3	cep170ab	centrosomal protein 170Ab [Source:ZFIN%3BAcc:ZDB-GENE-050309-106]	002554	008608	028476	005464
Group_1056_0	gtpbp2	GTP binding protein 2	020917	018711	016028	009376
Group_1056_1	gtpbp2	GTP binding protein 2 [Source:ZFIN%3BAcc:ZDB-GENE-050208-373]	024747	025641	019293	021038
Group_1056_2	gtpbp1	GTP binding protein 1%2C transcript variant X1	020700	027623	002494	006723
Group_1056_3	gtpbp1	GTP binding protein 1 [Source:HGNC Symbol%3BAcc:HGNC:4669]	024231	006506	010961	005347
Group_1057_0	gpat4	glycerol-3-phosphate acyltransferase 4%2C transcript variant X2	004255	028895	026711	024080
Group_1057_2	agpat9l	1-acylglycerol-3-phosphate O-acyltransferase 9%2C like [Source:ZFIN%3BAcc:ZDB-GENE-060531-19]	015172	021866	008240	022904
Group_1057_3	gpat3	glycerol-3-phosphate acyltransferase 3%2C transcript variant X2	003564	023957	010502	003275
Group_1057_4	gpat4	glycerol-3-phosphate acyltransferase 4 [Source:ZFIN%3BAcc:ZDB-GENE-060421-5102]	022017	002012	029967	012590
Group_1059_0	dbnl	drebrin like%2C transcript variant X1	004250	005760	026707	007835
Group_1059_1	dbn1	drebrin 1 [Source:ZFIN%3BAcc:ZDB-GENE-091204-284]	018516	019107	006914	014521
Group_1059_3	dbnl	drebrin like [Source:HGNC Symbol%3BAcc:HGNC:2696]	029078	002731	009335	018693
Group_106_0	cabp1a	calcium binding protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-041010-36]	005180	009598	026279	007709
Group_106_1	cabp4	calcium binding protein 4 [Source:HGNC Symbol%3BAcc:HGNC:1386]	024129	022754	015040	024469
Group_106_2	cabp4	calcium binding protein 4	016156	000154	004935	002667
Group_106_3	cabp2b	calcium binding protein 2b [Source:ZFIN%3BAcc:ZDB-GENE-081028-55]	002723	007603	002765	020327
Group_106_4	cabp2	calcium binding protein 2	019914	012970	021669	014982
Group_106_10	tnnc2	troponin C type 2 (fast) [Source:ZFIN%3BAcc:ZDB-GENE-000322-2]	000890	023496	014604	003120
Group_106_11	efcab2	EF-hand calcium binding domain 2	009751	000702	007768	001577
Group_106_13	cetn4	centrin 4 [Source:ZFIN%3BAcc:ZDB-GENE-030826-21]	003088	005057	025376	006398
Group_106_14	cetn3	centrin 3%2C transcript variant X1	006289	000139	010033	021559
Group_106_20	cabp5b	calcium binding protein 5b [Source:ZFIN%3BAcc:ZDB-GENE-050522-146]	030311	004518	015281	020996
Group_1060_0	mfsd2aa	major facilitator superfamily domain containing 2aa [Source:ZFIN%3BAcc:ZDB-GENE-041114-166]	023449	028866	028031	007337
Group_1060_2	mfsd2b	major facilitator superfamily domain containing 2B%2C transcript variant X2	024835	013552	008054	003364
Group_1060_3	mfsd2ab	major facilitator superfamily domain containing 2ab [Source:ZFIN%3BAcc:ZDB-GENE-040801-89]	014517	010448	012150	022698
Group_1061_4	loc107378725		029711	029219	021776	019825
Group_1061_5	tnfrsf11b	tumor necrosis factor receptor superfamily member 11b	021822	013294	021777	019826
Group_1062_0	mogat2	monoacylglycerol O-acyltransferase 2	004449	022267	025830	012893
Group_1062_1	dgat2	diacylglycerol O-acyltransferase 2	004450	022268	025831	012894
Group_1062_2	mogat3b	monoacylglycerol O-acyltransferase 3b [Source:ZFIN%3BAcc:ZDB-GENE-110302-2]	030400	030216	018152	025791
Group_1063_1	endou	endonuclease%2C poly(U) specific%2C transcript variant X1	007757	017098	022432	023156
Group_1063_2	endou2	endonuclease%2C polyU-specific 2 [Source:ZFIN%3BAcc:ZDB-GENE-050522-373]	021735	014097	023047	002688
Group_1064_0	colec12	collectin sub-family member 12 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9807]	028927	000832	011178	011529
Group_1064_2	scara3	scavenger receptor class A member 3	023098	008642	026348	017557
Group_1065_1	nwd1	NACHT and WD repeat domain containing 1 [Source:ZFIN%3BAcc:ZDB-GENE-071116-8]	025159	014134	018343	003527
Group_1065_2	cu570791.1	unknown	019297	000616	031315	021094
Group_1066_0	vtnb	vitronectin b [Source:ZFIN%3BAcc:ZDB-GENE-041116-1]	007180	014000	009032	002121
Group_1066_1	prg4a	proteoglycan 4a [Source:ZFIN%3BAcc:ZDB-GENE-030131-8295]	024799	008004	003211	019869
Group_1066_2	loc107392878		021162	008456	031768	017014
Group_1067_0	ldhbb	lactate dehydrogenase Bb [Source:ZFIN%3BAcc:ZDB-GENE-040718-176]	027148	015010	011202	010038
Group_1067_1	ldhba	lactate dehydrogenase Ba [Source:ZFIN%3BAcc:ZDB-GENE-991026-6]	007906	006142	023894	011107
Group_1067_2	uevld	UEV and lactate/malate dehyrogenase domains [Source:ZFIN%3BAcc:ZDB-GENE-040801-138]	006459	015340	030392	021972
