Loading gene coordinates...
Loading synonymous sites...
Loading non-synonymous sites...
Loading polymorphic sites...
Loading divergent sites...
Computing...
Group_5906_0 trappc1  have too few sites, skip
Group_683_3 ppp1r16a  have too few sites, skip
Group_27_34 foxh1  have too few sites, skip
Group_6604_0 oplah  have too few sites, skip
Group_856_0 zdhhc20b  have too few sites, skip
Group_583_5 pdk3a  have too few sites, skip
Group_1528_2 pcyt1ba  have too few sites, skip
Group_4686_0 hgd  have too few sites, skip
Group_8108_0 si:dkey-118j18.2  have too few sites, skip
Group_323_4 cct5  have too few sites, skip
Group_7346_0 cmbl  have too few sites, skip
Group_1054_0 neto1l  have too few sites, skip
Group_730_2 cbln2b  have too few sites, skip
Group_378_2 pi15a  have too few sites, skip
Group_844_0 jph1a  have too few sites, skip
Group_6304_0 tceb1a  have too few sites, skip
Group_58_9 ube2w  have too few sites, skip
Group_2355_1 stau2  have too few sites, skip
Group_835_0 rdh10a  have too few sites, skip
Group_8938_0 loc107382922  have too few sites, skip
Group_3802_1 sbspon  have too few sites, skip
Group_31_35 si:dkey-192j17.1  have too few sites, skip
Group_2648_0 msc  have too few sites, skip
Group_9692_0 unknown  have too few sites, skip
Group_319_2 xkr9  have too few sites, skip
Group_1497_2 tram1  have too few sites, skip
Group_6006_0 zgc:162928  have too few sites, skip
Group_388_3 cpa6  have too few sites, skip
Group_6014_0 cops5  have too few sites, skip
Group_3401_1 tcf24  have too few sites, skip
Group_6_23 sgk3  have too few sites, skip
Group_9018_0 si:dkey-97a13.12  have too few sites, skip
Group_3507_0 crhb  have too few sites, skip
Group_790_0 trim55b  have too few sites, skip
Group_108_12 pde7a  have too few sites, skip
Group_1613_0 armc1  have too few sites, skip
Group_2431_1 bhlhe22  have too few sites, skip
Group_1106_3 ythdf3  have too few sites, skip
Group_3811_0 abhd10b  have too few sites, skip
Group_516_0 tagln3b  have too few sites, skip
Group_26_37 flt3  have too few sites, skip
Group_7616_0 si:ch211-140b10.6  have too few sites, skip
Group_0_25 gtf3ab  have too few sites, skip
Group_4933_0 rpl21  have too few sites, skip
Group_2319_1 rnf13  have too few sites, skip
Group_6480_0 ppp1r2  have too few sites, skip
Group_4331_0 psmd1  have too few sites, skip
Group_5144_0 opa1  have too few sites, skip
Group_4933_1 rpl21  have too few sites, skip
Group_277_5 usp12a  have too few sites, skip
Group_145_4 gpr12  have too few sites, skip
Group_584_0 wasf3b  have too few sites, skip
Group_19_31 cdk8  have too few sites, skip
Group_127_10 atp8a2  have too few sites, skip
Group_2121_0 shisa2  have too few sites, skip
Group_5330_0 spice1  have too few sites, skip
Group_6543_0 naa50  have too few sites, skip
Group_2538_0 atp6v1a  have too few sites, skip
Group_1255_1 gramd1c  have too few sites, skip
Group_7301_0 ccdc191  have too few sites, skip
Group_5428_0 qtrtd1  have too few sites, skip
Group_24_10 drd3  have too few sites, skip
Group_5061_0 ccdc58  have too few sites, skip
Group_382_7 kpna1  have too few sites, skip
Group_2195_0 sec22c  have too few sites, skip
Group_0_86 zbtb47a  have too few sites, skip
Group_13_5 klhl40b  have too few sites, skip
Group_4248_1 gars  have too few sites, skip
Group_294_1 ctdspla  have too few sites, skip
Group_16_33 map3k20  have too few sites, skip
Group_5694_0 myd88  have too few sites, skip
Group_16_26 oxsr1b  have too few sites, skip
Group_74_15 zgc:153639  have too few sites, skip
Group_74_16 zgc:153639  have too few sites, skip
Group_825_1 csrnp1b  have too few sites, skip
Group_2916_1 slc35g2b  have too few sites, skip
Group_421_2 bdh1  have too few sites, skip
Group_1694_0 gyg1b  have too few sites, skip
Group_388_1 cpa3  have too few sites, skip
Group_5331_0 uba5  have too few sites, skip
Group_2886_1 tgif1  have too few sites, skip
Group_40_8 mnx1  have too few sites, skip
Group_113_17 dnajb6b  have too few sites, skip
Group_1516_1 chmp4c  have too few sites, skip
Group_5776_0 zfand1  have too few sites, skip
Group_3840_1 zgc:112356  have too few sites, skip
Group_30_38 arl8  have too few sites, skip
Group_416_5 cacnb2a  have too few sites, skip
Group_472_4 slc39a12  have too few sites, skip
Group_307_6 mrc1a  have too few sites, skip
Group_12_26 yes1  have too few sites, skip
Group_7152_0 mettl4  have too few sites, skip
Group_1616_1 emilin2b  have too few sites, skip
Group_620_0 myom1b  have too few sites, skip
Group_320_5 myl12.1  have too few sites, skip
Group_3747_1 fastkd3  have too few sites, skip
Group_2466_1 chmp5b  have too few sites, skip
Group_3_85 oprk1  have too few sites, skip
Group_86_15 cu681855.1  have too few sites, skip
Group_110_12 sox32  have too few sites, skip
Group_110_13 sox17  have too few sites, skip
Group_134_9 pou6f2  have too few sites, skip
Group_7151_0 otulina  have too few sites, skip
Group_4092_0 ankha  have too few sites, skip
Group_880_0 myc  have too few sites, skip
Group_1254_1 si:ch211-198h5.3  have too few sites, skip
Group_2766_0 puf60  have too few sites, skip
Group_1637_1 nrbp2b  have too few sites, skip
Group_5580_0 cdv3  have too few sites, skip
Group_3_16 ccr9b  have too few sites, skip
Group_159_10 gli3  have too few sites, skip
Group_107_16 prpf4bb  have too few sites, skip
Group_4421_0 pxdc1b  have too few sites, skip
Group_3871_1 ccdc102a  have too few sites, skip
Group_2458_1 dok4  have too few sites, skip
Group_148_15 slc12a7b  have too few sites, skip
Group_2641_0 wdr45b  have too few sites, skip
Group_71_1 bmp6  have too few sites, skip
Group_7477_0 nanog  have too few sites, skip
Group_893_1 tm9sf1  have too few sites, skip
Group_2897_1 fen1  have too few sites, skip
Group_2459_1 pck2  have too few sites, skip
Group_4395_0 dcaf11  have too few sites, skip
Group_7037_0 thtpa  have too few sites, skip
Group_4749_0 ngdn  have too few sites, skip
Group_7283_0 pomp  have too few sites, skip
Group_242_3 cngb3  have too few sites, skip
Group_2183_0 fam168b  have too few sites, skip
Group_758_1 fbxo45  have too few sites, skip
Group_4625_0 rbbp8  have too few sites, skip
Group_1071_2 sh3glb1a  have too few sites, skip
Group_3044_2 selj  have too few sites, skip
Group_961_0 si:ch73-383g2.1  have too few sites, skip
Group_337_4 cul2  have too few sites, skip
Group_226_0 itgb1a  have too few sites, skip
Group_4_7 rab18  have too few sites, skip
Group_2997_1 mkxa  have too few sites, skip
Group_2984_1 tspearb  have too few sites, skip
Group_84_21 ttn.2  have too few sites, skip
Group_946_1 slc10a2  have too few sites, skip
Group_1469_2 zgc:172295  have too few sites, skip
Group_108_13 si:dkey-219c10.4  have too few sites, skip
Group_6483_0 nifk  have too few sites, skip
Group_1363_0 clasp1a  have too few sites, skip
Group_159_8 gli2a  have too few sites, skip
Group_71_27 inhbb  have too few sites, skip
Group_8380_0 si:dkey-3d4.3  have too few sites, skip
Group_309_5 dpp10  have too few sites, skip
Group_5447_0 zc3h15  have too few sites, skip
Group_5221_0 rbm45  have too few sites, skip
Group_2662_0 garem  have too few sites, skip
Group_2085_0 ncf2  have too few sites, skip
Group_2351_0 zgc:165532  have too few sites, skip
Group_2567_0 rgs9bp  have too few sites, skip
Group_6325_0 rps20  have too few sites, skip
Group_15_64 anks6  have too few sites, skip
Group_7253_0 rmdn1  have too few sites, skip
Group_176_10 cpne3  have too few sites, skip
Group_3217_1 zbtb5  have too few sites, skip
Group_1488_2 si:dkey-82j4.2  have too few sites, skip
Group_7271_0 polr1e  have too few sites, skip
Group_15_4 ank2  have too few sites, skip
Group_379_2 crmp1  have too few sites, skip
Group_5042_1 pgap1  have too few sites, skip
Group_3080_0 lypd1  have too few sites, skip
Group_2474_0 slc35f5  have too few sites, skip
Group_7159_0 zgc:136439  have too few sites, skip
Group_358_7 stat4  have too few sites, skip
Group_1028_1 glsb  have too few sites, skip
Group_4972_0 osgepl1  have too few sites, skip
Group_5940_0 pms1  have too few sites, skip
Group_7654_0 ddt  have too few sites, skip
Group_1676_0 gstt1b  have too few sites, skip
Group_17_5 kif5b  have too few sites, skip
Group_138_0 arhgap12b  have too few sites, skip
Group_2239_0 upp1  have too few sites, skip
Group_3530_0 nags  have too few sites, skip
Group_1699_2 rnf11a  have too few sites, skip
Group_1326_0 hmox1  have too few sites, skip
Group_7092_0 fdx1l  have too few sites, skip
Group_3693_0 ube2o  have too few sites, skip
Group_1730_2 sphk1  have too few sites, skip
Group_13_34 keap1b  have too few sites, skip
Group_145_0 s1pr5  have too few sites, skip
Group_1279_2 rhbdf1b  have too few sites, skip
Group_8481_0 csgr08h21orf62  have too few sites, skip
Group_5463_0 arglu1a  have too few sites, skip
Group_8_65 col11a1a  have too few sites, skip
Group_715_0 ikzf1  have too few sites, skip
Group_4363_0 ttl  have too few sites, skip
Group_6022_0 mcfd2  have too few sites, skip
Group_176_8 cpne3  have too few sites, skip
Group_397_8 adarb2  have too few sites, skip
Group_51_42 loc107382657  have too few sites, skip
Group_1157_1 ccny  have too few sites, skip
Group_2475_1 lmbr1  have too few sites, skip
Group_943_0 shhb  have too few sites, skip
Group_6577_0 dctpp1  have too few sites, skip
Group_5094_0 gatb  have too few sites, skip
Group_6371_0 rps3a  have too few sites, skip
Group_2867_1 mab21l2  have too few sites, skip
Group_24_33 drd5  have too few sites, skip
Group_42_24 chrna9  have too few sites, skip
Group_56_42 rhoh  have too few sites, skip
Group_2312_0 fam114a1  have too few sites, skip
Group_5038_1 rpl9  have too few sites, skip
Group_21_12 melk  have too few sites, skip
Group_9151_0 unknown  have too few sites, skip
Group_8661_0 si:ch73-250a16.5  have too few sites, skip
Group_183_14 c1ql3b  have too few sites, skip
Group_944_1 gpt2l  have too few sites, skip
Group_793_4 mcoln3a  have too few sites, skip
Group_5976_0 ift22  have too few sites, skip
Group_1153_1 pdgfaa  have too few sites, skip
Group_2985_1 pgm2  have too few sites, skip
Group_4790_0 slc35f6  have too few sites, skip
Group_156_5 kcnk3  have too few sites, skip
Group_504_5 ppp2r5a  have too few sites, skip
Group_5288_0 lpgat1  have too few sites, skip
Group_245_8 nek2  have too few sites, skip
Group_3469_0 slc30a1a  have too few sites, skip
Group_1867_1 capza1b  have too few sites, skip
Group_2831_1 apeh  have too few sites, skip
Group_5079_0 gtf2e2  have too few sites, skip
Group_751_1 tyrp1b  have too few sites, skip
Group_268_4 loc107393889  have too few sites, skip
Group_453_5 si:ch211-130m23.5  have too few sites, skip
Group_3497_0 fip1l1b  have too few sites, skip
Group_2659_0 chic2  have too few sites, skip
Group_8837_0 rhbdd2  have too few sites, skip
Group_3128_0 ociad1  have too few sites, skip
Group_3301_0-Group_3301_1 bglap  have too few sites, skip
Group_7441_0 erp27  have too few sites, skip
Group_970_0 loc107382209  have too few sites, skip
Group_44_26 grin2bb  have too few sites, skip
Group_2732_1 suz12b  have too few sites, skip
Group_1530_1 rab11fip4b  have too few sites, skip
Group_8143_1 si:ch211-207j7.2  have too few sites, skip
Group_330_3 plppr2  have too few sites, skip
Group_3529_0 elof1  have too few sites, skip
Group_33_5 loc107382227  have too few sites, skip
Group_654_0 nfix  have too few sites, skip
Group_1695_3 acox1  have too few sites, skip
Group_7906_0 ten1  have too few sites, skip
Group_6481_0 srp68  have too few sites, skip
Group_9_15 myh10  have too few sites, skip
Group_4155_0 ttc26  have too few sites, skip
Group_2779_1 slc25a38b  have too few sites, skip
Group_2647_2 hand2  have too few sites, skip
Group_2308_1 ero1b  have too few sites, skip
Group_1708_2 rcor3  have too few sites, skip
Group_67_16 taf5l  have too few sites, skip
Group_138_3 arhgap15  have too few sites, skip
Group_84_22 loc107382786  have too few sites, skip
Group_1402_2 reep5  have too few sites, skip
Group_812_3 lmnb1  have too few sites, skip
Group_342_7 slc27a6  have too few sites, skip
Group_2409_0 hpse  have too few sites, skip
Group_147_20 ppp3ccb  have too few sites, skip
Group_6417_0 pbdc1  have too few sites, skip
Group_4020_0 xpo7  have too few sites, skip
Group_288_1 fam19a1a  have too few sites, skip
Group_2684_1 mdh1aa  have too few sites, skip
Group_2500_0 ugp2a  have too few sites, skip
Group_7318_0 tmem246  have too few sites, skip
Group_180_13 ttbk1  have too few sites, skip
Group_39_17 pex6  have too few sites, skip
Group_7432_0 polg2  have too few sites, skip
Group_160_2 si:zfos-323e3.4  have too few sites, skip
Group_375_0 ap1m2  have too few sites, skip
Group_3429_1 smdt1b  have too few sites, skip
Group_7431_0 mb  have too few sites, skip
Group_4036_0 serhl  have too few sites, skip
Group_6170_0 tefm  have too few sites, skip
Group_1460_0 rhbdl3  have too few sites, skip
Group_3733_0 znf207b  have too few sites, skip
Group_140_1 sept9  have too few sites, skip
Group_784_2 sumo2b  have too few sites, skip
Group_3_67 mchr1a  have too few sites, skip
Group_36_32 ddx39ab  have too few sites, skip
Group_4966_0 trappc5  have too few sites, skip
Group_6_13 pkn1a  have too few sites, skip
Group_2807_1 tmx2b  have too few sites, skip
Group_204_5 zdhhc5a  have too few sites, skip
Group_547_5 slc43a1b  have too few sites, skip
Group_123_16 si:dkey-28b4.8  have too few sites, skip
Group_9222_0 si:dkey-9i23.8  have too few sites, skip
Group_3556_0 tbce  have too few sites, skip
Group_51_27 sp2  have too few sites, skip
Group_1085_4 irf2bp2b  have too few sites, skip
Group_216_5 npepps  have too few sites, skip
Group_7242_0 zgc:77929  have too few sites, skip
Group_3769_0 mrpl4  have too few sites, skip
Group_3470_0-Group_3470_1 atpv0e2  have too few sites, skip
Group_2904_1 arhgap19  have too few sites, skip
Group_56_13 si:ch211-133l11.10  have too few sites, skip
Group_620_3 myom2a  have too few sites, skip
Group_6214_0 thoc6  have too few sites, skip
Group_302_1 si:dkey-205h23.2  have too few sites, skip
Group_1409_0 pkma  have too few sites, skip
Group_1903_0 dhdh  have too few sites, skip
Group_1532_0 nptnb  have too few sites, skip
Group_519_4 snai2  have too few sites, skip
Group_5456_0 si:dkey-105e17.1  have too few sites, skip
Group_256_4 slc24a4b  have too few sites, skip
Group_4535_0 cpsf2  have too few sites, skip
Group_381_2 extl3  have too few sites, skip
Group_1547_1 syt14b  have too few sites, skip
Group_1046_3 nt5c1bb  have too few sites, skip
Group_122_16 rdh14b  have too few sites, skip
Group_5810_0 rngtt  have too few sites, skip
Group_145_8 cnr1  have too few sites, skip
Group_7128_0 vgll2a  have too few sites, skip
Group_1827_0-Group_1827_2 arpp19a  have too few sites, skip
Group_67_4 gnb5b  have too few sites, skip
Group_7622_0 bcl2l10  have too few sites, skip
Group_8203_0 si:ch211-39k3.2  have too few sites, skip
Group_2925_0 dpep2  have too few sites, skip
Group_148_2 slc12a4  have too few sites, skip
Group_29_24 slc6a2  have too few sites, skip
Group_85_9 mmp2  have too few sites, skip
Group_5553_0 fto  have too few sites, skip
Group_614_5 tox3  have too few sites, skip
Group_571_2 sall1a  have too few sites, skip
Group_2177_1 brd7  have too few sites, skip
Group_7476_0 znf414  have too few sites, skip
Group_6788_0 fadd  have too few sites, skip
Group_1047_4 txlng  have too few sites, skip
Group_12_50 csk  have too few sites, skip
Group_3116_0 desi1b  have too few sites, skip
Group_2382_0 josd1  have too few sites, skip
Group_703_4 l3mbtl2  have too few sites, skip
Group_6794_0 phf5a  have too few sites, skip
Group_593_3 tefa  have too few sites, skip
Group_1276_0 zc3h7b  have too few sites, skip
Group_36_36 ddx28  have too few sites, skip
Group_4055_1 fbxo22  have too few sites, skip
Group_2838_1 tmem266  have too few sites, skip
Group_87_27 loc107381550  have too few sites, skip
Group_33_22 tspan3a  have too few sites, skip
Group_4896_1 nmbb  have too few sites, skip
Group_6661_0 sec11a  have too few sites, skip
Group_369_0 cry5  have too few sites, skip
Group_112_7 frmd5  have too few sites, skip
Group_3099_2 si:ch211-112g6.4  have too few sites, skip
Group_1379_2 dis3l  have too few sites, skip
Group_452_1 lctla  have too few sites, skip
Group_2088_0 suv420h1  have too few sites, skip
Group_6855_0 rpl12  have too few sites, skip
Group_31_23 kcng4  have too few sites, skip
Group_1734_0 vps13c  have too few sites, skip
Group_5563_0 agrp  have too few sites, skip
Group_1648_2 tppp3  have too few sites, skip
Group_421_3 hsd11b2  have too few sites, skip
Group_7434_1 si:ch73-28h20.1  have too few sites, skip
Group_4436_0 nsmce4a  have too few sites, skip
Group_2726_0 cu695232.1  have too few sites, skip
Group_980_3 tmem63ba  have too few sites, skip
Group_1669_1 cfl1l  have too few sites, skip
Group_5966_0 mgme1  have too few sites, skip
Group_2969_0 si:dkey-76k16.5  have too few sites, skip
